,comment,type,sentiment
240,আমার পছন্দের একটা মানুষ ভাই আপনি,opinion,positive
241,চমকের পর আবার চমক । আসলেই অসাধারণ । জীবনের সাথে মিলে গেল । কার কার জীবনের সাথে গেছে লাইনগুলো...........,emotional,positive
242,আমি সত্যি ২৫ এ মরে গেছি।আহারে জীবন!!!! এমন তো কথা ছিলো না।,emotional,negative
243,"অপনার প্রতিটি গান ভালো লাগে, দিল থেকে ভালবাসা আপনার প্রতি সাইফ জোহান ভাই।",opinion,positive
244,"কি লিখবো ভুঝতে পাড়ছি না, সেই যে ১১ তে বাড়ি ছাড়ছি, আর ফেরা হলো না। ঠিক তাই, হঠাৎ করে জানতে পাড়লাম এই বাড়ি আমার আর নয়।",emotional,negative
245,vai apnar ganer prama pora gace really,emotional,negative
246,really tremendous and realistic,opinion,positive
247,কিছু মানুষ মরে যায় মরে যায় 25 শে....!,emotional,negative
248,ঘরছাড়া মানুষদের গান!,emotional,positive
249,the best song,opinion,positive
250,viral hobei inshallah vaiya,opinion,positive
251,গান টা অনেক ভালো লাগছে,opinion,positive
252,সেরা হইছে,opinion,positive
253,ভাই লাভ you,emotional,positive
254,"best masterpiece-----কিছু মানুষ মরে যায়, মরে যায় ২৫ শে",opinion,positive
255,"মধ্যরাতে জেগে থাকার অভ্যাস দিন দিন বাড়ছে, এতেই ভালো,এই সময়ে গভীর অন্ধকারে সকলে সুখের নিন্দ্রায় মগ্ন হয়ে পরে,অতঃপর পৃথিবীর সকল যন্ত্রণা আমার বুকে ভর করে বেরিয়ে আসে টেবিলে রাখা প্রতিটা কাগজে।",emotional,negative
256,ভাই এই গানটা মনে হয় শুনেছিলাম করুনার সময়।,opinion,neutral
257,"কি বলবো, বলার কিছুই নেই,",emotional,negative
258,আমি তো ২০ এ মারা গেছি,emotional,negative
259,এই গান টা শুনে নিজের গ্রামের স্মৃতি মনে পড়ে গেল অনেক মিশ করছি নিজের গ্রাম কে.!,emotional,positive
260,"প্রতিদিন শুনি মিনিমাম একবার, মন খারাপের সাথী",emotional,negative
261,আগে আগে কমেন্ট করে রাখছি যাতে রিপ্লাই পাই কারণ পরবর্তীতে ভাইরাল হয়ে গেলে আর রিপ্লাই দিবেন না জানি। কিন্তু এর আগের গানটার জন্য অনেক অনেক ভালোবাসা রইলো। যদি ভাই আমার কমেন্টটা দেখেন তাইলে একটা ছোট্ট করে রিপ্লাই দিয়েন..,emotional,positive
262,২৫ শে মরে গেলাম আমিও,emotional,negative
263,"ভাই আপনার সব গানগুলো খুবই বাস্তব ভিত্তিক হয়, এই জন্য খুব ভালো লাগে",opinion,positive
264,গানের কথা মন ছুঁয়ে যায়। ধন্যবাদ,emotional,positive
265,saif zohan মানেই নতুন চমক,emotional,positive
266,ভাই প্রবাসীদের নিয়ে একটা গান উপহার দিবেন প্রবাসীরা অনেক কষ্ট করে এবং প্রবাসীদের বউরাও অনেক কষ্ট করে তাদের শখ আল্লাদ মাটি দিয়ে চুপ থাকে,emotional,negative
267,nice,opinion,positive
268,এর আগে একবার গান গেয়েছেন.. এটার অ্যানিমেশন টা খুব ভালো লাগছে,opinion,positive
269,কিছু মানুষ মরে যায় ২৫ শে,emotional,negative
270,এরকম জীবনমুখী গান আরো চাই,opinion,positive
271,khub valo laglo dada,opinion,positive
272,এই শহর আমার আর নয়..!,emotional,negative
273,"sad but true.. people always change their behaviour, when they findsomeone better than you...",emotional,negative
