clean_comment_v1,clean_comment_v2,sentiment,type
tumi ki 55 funny,tumi ki funni,1,0
ki bolen vai 3 din khelen nai,ki bolen vai din khelen nai,1,0
faltu hoise pura faltu,faltu hois pura faltu,0,0
best ever,best ever,2,0
hahahahahahahahahaahhaahah,hahahahahahahahahaahhaahah,1,0
johnys last wordsbangla talkies is the best channel,johni last wordsbangla talki best channel,2,0
bangla talkies is best and shuvo noboborsho,bangla talki best shuvo noboborsho,2,0
plz ipl 2018 niyee ekta video koren and love you bangla talkies,plz ipl niye ekta video koren love bangla talki,2,0
you deserve a like,deserv like,2,0
jos ha,jo ha,2,0
shubho noboborsho,shubho noboborsho,2,0
🖒🖒🖒🖒🖒🖒🖒🖒,🖒🖒🖒🖒🖒🖒🖒🖒,2,0
হাহাহাহএকদিনের মাছে ভাতে বাংগালি চোদাইয়া লাব নাই,হাহাহাহএকদিন মাছ ভাত বাংগা চোদাইয়া লাব,0,0
ai movier naam ki,ai movier naam ki,1,0
ai movier naam ki,ai movier naam ki,1,0
a fabulous entertainment for pohela,fabul entertain pohela,2,0
the quality of bangla takiess video is going down day by day try to improve not only the content and quality but also dubbing,qualiti bangla takiess video go day day tri improv content qualiti also dub,0,0
video er last er music ta kon song er keo ki janen,video er last er music ta kon song er keo ki janen,1,0
কোনো কথা হবে ভাই,কথা ভাই,1,0
osthir,osthir,2,0
nice bro,nice bro,2,0
bangla talkies is best dubbing channelhit like you agree,bangla talki best dub channelhit like agre,2,0
hahahaha moja pailam,hahahaha moja pailam,2,0
loooolz,loooolz,1,0
sei hoice wow,sei hoic wow,2,0
sei hoise boss,sei hois boss,2,0
so funny becouse the bangla talkies is real,funni becous bangla talki real,2,0
super bro ami onek episode,super bro ami onek episod,2,0
আজ দিনটা ভালো কইরা দিলেন মুডটা প্রচন্ড খারাপ ছিল thanks and শুভ নববর্ষ বাংলা টকিজ,দিন ভালো কইরা মুড প্রচন্ড খারাপ thank শুভ নববর্ষ বাংলা টকিজ,2,0
joshila,joshila,2,0
জোস,জোস,2,0
জোস,জোস,2,0
osum hoise bolte hobe,osum hois bolt hobe,2,0
of the best videos so far,best video far,2,0
আরো ভালো হবে আশা করেছিলাম,আরো ভালো আশা করেছি,1,0
ariful islam,ari islam,1,0
আগের মতো ভালো হয়না ভিডিও আগে বাংলা টকিস এর ভিডির জন্ন্য আগে অপেক্ষা কখন নতুন ভিডিও আসবে করতাম আর দেখে মজা ও পেতাম ভাই ভিডিও গুলো একটু ভালো করেন,আগ ভালো হয়না ভিডি বাংলা টক ভিডির জন্ন্য অপেক্ষা ভিডি আসবে করতাম মজা পেতাম ভাই ভিডি গুলো একটু ভালো,0,0
agun khub vlo,agun khub vlo,2,0
moja pailam,moja pailam,2,0
শুভ নববর্ষ,শুভ নববর্ষ,2,0
shairokom bro ra,shairokom bro ra,2,0
fahim sazzad,fahim sazzad,1,0
bro sesh er music tar nam ki,bro sesh er music tar nam ki,1,0
ফ্রি 5gb নিবেন কি করে জানতে click করুন এ,ফ্রি gb নিব click করুন,1,0
ভিডিও টা দারুণ হয়েছে আপনাদের কে শুভ নববর্ষ,ভিডি দারুণ আপনা শুভ নববর্ষ,2,0
hhehehehhehe,hhehehehheh,1,0
hhehehehhehe,hhehehehheh,2,0
bangla talking is not real he is a very real★ i love bangla talking,bangla talk real real★ love bangla talk,2,0
bangla talking is not real he is a very real★ i love bangla talking,bangla talk real real★ love bangla talk,2,0
look at bangladesh spelling,look bangladesh spell,1,0
vai apnara atoo nice video kamna paaaaaaiiiiiiiccccciiiiiiiiii,vai apnara atoo nice video kamna paaaaaaiiiiiiiccccciiiiiiiiii,2,0
bangla talkies manei dubbing er boss,bangla talki manei dub er boss,2,0
vai zodio video ta noboborsho nie tao amar request ta rakhen amar channel e ektu subscribe boost den please,vai zodio video ta noboborsho nie tao amar request ta rakhen amar channel e ektu subscrib boost den pleas,1,0
vaiya awesome onkk bhalo নববর্ষ,vaiya awesom onkk bhalo নববর্ষ,2,0
vaiya awesome onkk bhalo নববর্ষ,vaiya awesom onkk bhalo নববর্ষ,2,0
bhalo hoise,bhalo hois,2,0
joss,joss,2,0
রাতে নোটিফিকেশন আসছে ক্লিক করলাম বাট লেখা আসছে video হলো এটা,রাত নোটিফিকেশন আস ক্লিক কর বাট লেখা আস video,1,0
শুভ নববর্ষ bangla talkies,শুভ নববর্ষ bangla talki,2,0
last er scene ta jotil hoise shuvo noboborsho,last er scene ta jotil hois shuvo noboborsho,2,0
last er scene ta jotil hoise shuvo noboborsho,last er scene ta jotil hois shuvo noboborsho,2,0
woow,woow,2,0
পান্তা খাইয়া পেটের সব পাতলা হইয়া গেসে,পান্তা খাইয়া পেটের পাতলা গাস,0,0
happy pohela boishak to all i hope i spelled it right,happi pohela boishak hope spell right,2,0
finishing music,finish music,1,0
হেহে সবাই এটাই বলে কিন্তু ওরা জানে না আমি কত স্মার্ট জুসস ছিল আর মুভিটার নাম কেউ জানেন জানলে শুভ নববর্ষ,হাহ না স্মার্ট জুসস মুভি জান জানলে শুভ নববর্ষ,2,0
হেহে সবাই এটাই বলে কিন্তু ওরা জানে না আমি কত স্মার্ট জুসস ছিল আর মুভিটার নাম কেউ জানেন জানলে শুভ নববর্ষ,হাহ না স্মার্ট জুসস মুভি জান জানলে শুভ নববর্ষ,2,0
amr videota kmn chesraa,amr videota kmn chesraa,0,0
bhai express amr channel ta subscribe korar onurodh roilo,bhai express amr channel ta subscrib korar onurodh roilo,1,0
bhai express amr channel ta subscribe korar onurodh roilo,bhai express amr channel ta subscrib korar onurodh roilo,1,0
ছেচড়া d btw ফানি সাউন্ড এর ব্যবহারটা একটু বাড়ান তাহলে আরো ভালো লাগবে,ছেচড়া btw ফানি সাউন্ড ব্যবহারটা একটু বাড়ান আরো ভালো লাগবে,0,0
i wont let u guys down,wont let u guy,1,0
আজকে সবাই নববর্ষbangla talkies,আজ নববর্ষbangla talki,2,0
bolte gele puro video tai bhalo chilo,bolt gele puro video tai bhalo chilo,2,0
joss,joss,2,0
bhai ai commente jodi 50 like pore johnny bangladeshi arekta episode koren please,bhai ai comment jodi like pore johnni bangladeshi arekta episod koren pleas,1,0
tuhin hossen reyad subscriber our funny video channel video,tuhin hossen reyad subscrib funni video channel video,1,0
good,good,2,0
osthir,osthir,2,0
বেশি ফানি হয় নায়,ফানি নায়,1,0
only bangla talkies is real,bangla talki real,2,0
xoss,xoss,2,0
amar id number31204519,amar id number,1,0
thx for this video,thx video,2,0
guns of boom,gun boom,0,0
fun kingdom no you are stupid,fun kingdom stupid,1,0
joss hoise bhaiya as always,joss hois bhaiya alway,2,0
video ta na deikai age comment korlam osthirrr hoise bro,video ta na deikai age comment korlam osthirrr hois bro,2,0
video ta na deikai age comment korlam osthirrr hoise bro,video ta na deikai age comment korlam osthirrr hois bro,2,0
inocent jesia gali diteso,inoc jesia gali diteso,0,0
joss laga dubbing,joss laga dub,2,0
বাজে,বাজে,0,0
বাজে,বাজে,0,0
what a video,video,2,0
ommmg i loved it,ommmg love,2,0
bhai shei opekkha korsi ater stars channel ta visit korte paren,bhai shei opekkha korsi ater star channel ta visit kort paren,1,0
hi how are you,hi,1,0
gotokal first e chilam kintu gotokal upload e ki somossa hoicilo,gotok first e chilam kintu gotok upload e ki somossa hoicilo,0,0
bangla talkies rock,bangla talki rock,2,0
jusss,jusss,2,0
a bangali,bangali,0,0
a bangali,bangali,1,0
we love you bangla talkies very much,love bangla talki much,2,0
we love you bangla talkies very much,love bangla talki much,2,0
bhalo bideo bhai,bhalo bideo bhai,2,0
bhalo bideo bhai,bhalo bideo bhai,2,0
md shohel subscriber our funny video channel joker boys ltd,md shohel subscrib funni video channel joker boy ltd,1,0
26 seconds ago,second ago,1,0
সবাইকে শুভ নববর্ষের শুভেচ্ছা,সবাইকে শুভ নববর্ষ শুভেচ্ছা,2,0
সবাইকে শুভ নববর্ষের শুভেচ্ছা,সবাইকে শুভ নববর্ষ শুভেচ্ছা,1,0
sei hoise,sei hois,2,0
fun time with tasin no you r not,fun time tasin r,0,0
gamer sohel,gamer sohel,1,0
auueeeeee bhaiya ami ato early ajke,auueeeeee bhaiya ami ato earli ajk,1,0
joss hoise bhaiya,joss hois bhaiya,2,0
tamanna akther um on diet soo ilish r vat band for me suvo noboborshoo,tamanna akther um diet soo ilish r vat band suvo noboborshoo,2,0
tamanna akther ভাল আইডিয়া,tamanna akther আইডিয়া,2,0
u r not,u r,1,0
nice vid broooo,nice vid broooo,2,0
love,love,2,0
vai osthirshamul haque subscriber our funny video,vai osthirshamul haqu subscrib funni video,1,0
poira ar natoker last seen dekhte issa krtesena,poira ar natok last seen dekht issa krtesena,0,0
mrittu ta mene nite onk koshto hoise,mrittu ta mene nite onk koshto hois,1,0
mrittu ta mene nite onk koshto hoise,mrittu ta mene nite onk koshto hois,1,0
জমি দিয়া কি হইব,জমি দিয়া হইব,1,0
apurba vai ki kono din boro loke hoye uthte parbe biye o korte parbe na konodin paliye giye,apurba vai ki kono din boro loke hoy utht parb biy kort parb na konodin paliy giy,1,0
নাটকটা আর একটু classic হলে ভালো হতো,নাটক একটু classic ভালো হত,0,0
নাটকটা আর একটু classic হলে ভালো হতো,নাটক একটু classic ভালো হত,1,0
dhur matha kharap hoye ok mere fello keno galpo ta,dhur matha kharap hoy ok mere fello keno galpo ta,0,0
joss but too hoylo nah,joss hoylo nah,2,0
joss but too hoylo nah,joss hoylo nah,1,0
ami akon jomir malik,ami akon jomir malik,1,0
finish টা ফালতু,finish ফালতু,0,0
baje ending,baje end,0,0
director pagol hyagechilo tai accident ta korlo,director pagol hyagechilo tai accid ta korlo,0,0
ভালবাসার থেকে টিউশনি বড় সালা মের্ধা,ভালব টিউশনি বড় সালা মের্ধা,1,0
শেষে কি পরিচালক গাজা খেয়েছিলেন,শাষ পরিচালক গাজা খেয়েছি,0,0
osthir ekta natok moja,osthir ekta natok moja,2,0
ato road accident couple der kopale,ato road accid coupl der kopal,0,0
lovely natok,love natok,2,0
ending টা এমন না হলে নাটকের সৌন্দর্য আরো ১০ গুণ বেড়ে যেতোকিন্তু কারো জীবনে হয়তো এমন ঘটনা ঘটেছে বলেই হয়তো শেষ টা এমন হইছেতাই হয়তো নাটকের স্ক্রিপ্ট টা এমন ছিলো,end না নাটক সৌন্দর্য আরো গুণ বাড় যেতোকিন্তু জীবনে ঘটনা ঘট বলে হইছেতাই নাটক স্ক্রিপ্ট ছিলো,2,0
